1,U+0B85
2,U+0B86
3,U+0B87
4,U+0B88
5,U+0B89
6,U+0B8A
7,U+0B8E
8,U+0B8F
9,U+0B90
10,U+0B92
11,U+0B93
12,U+0B94
13,U+0B95
14,U+0B95 U+0BBE
15,U+0B95 U+0BBF
16,U+0B95 U+0BC0
17,U+0B95 U+0BC1
18,U+0B95 U+0BC2
19,U+0B95 U+0BC6
20,U+0B95 U+0BC7
21,U+0B95 U+0BC8
22,U+0B95 U+0BCA
23,U+0B95  U+0BCB
24,U+0B95 U+0BCC
25,U+0B95 U+0BCD
26,U+0B99
27,U+0B99 U+0BBE
28,U+0B99 U+0BBF
29,U+0B99 U+0BC0
30,U+0B99 U+0BC1
31,U+0B99 U+0BC2
32,U+0B99 U+0BC6
33,U+0B99 U+0BC7
34,U+0B99 U+0BC8
35,U+0B99 U+BCA
36,U+0B99 U+BCB
37,U+0B99 U+BCC
38,U+0B99 U+BCD
39,U+0B9A
40,U+0B9A U+0BBE
41,U+0B9A U+0BBF
42,U+0B9A U+0BC0
43,U+0B9A U+0BC1
44,U+0B9A U+0BC2
45,U+0B9A U+0BC6
46,U+0B9A U+0BC7
47,U+0B9A U+0BC8
48,U+0B9A U+0BCA
49,U+0B9A U+0BCB
50,U+0B9A U+0BCC
51,U+0B9A U+0BCD
52,U+0B9E
53,U+0B9E U+0BBE
54,U+0B9E U+0BBF
55,U+0B9E U+0BC0
56,U+0B9E U+0BC1
57,U+0B9E U+0BC2
58,U+0B9E U+0BC6
59,U+0B9E U+0BC7
60,U+0B9E U+0BC8
61,U+0B9E U+0BCA
62,U+0B9E U+0BCB
63,U+0B9E U+0BCC
64,U+0B9E U+0BCD
65,U+0B9F
66,U+0B9F U+0BBE
67,U+0B9F U+0BBF
68,U+0B9F U+0BC0
69,U+0B9F U+0BC1
70,U+0B9F U+0BC2
71,U+0B9F U+0BC6
72,U+0B9F U+0BC7
73,U+0B9F U+0BC8
74,U+0B9F U+0BCA
75,U+0B9F U+0BCB
76,U+0B9F U+0BCC
77,U+0B9F U+0BCD
78,U+0BA3
79,U+0BA3 U+0BBE
80,U+0BA3 U+0BBF
81,U+0BA3 U+0BC0
82,U+0BA3 U+0BC1
83,U+0BA3 U+0BC2
84,U+0BA3 U+0BC6
85,U+0BA3 U+0BC7
86,U+0BA3 U+0BC8
87,U+0BA3 U+0BCA
88,U+0BA3 U+0BCB
89,U+0BA3 U+0BCC
90,U+0BA3 U+0BCD
91,U+0BA4
92,U+0BA4 U+0BBE
93,U+0BA4 U+0BBF
94,U+0BA4 U+0BC0
95,U+0BA4 U+0BC1
96,U+0BA4 U+0BC2
97,U+0BA4 U+0BC6
98,U+0BA4 U+0BC7
99,U+0BA4 U+0BC8
100,U+0BA4 U+0BCA
101,U+0BA4 U+0BCB
102,U+0BA4 U+0BCC
103,U+0BA4 U+0BCD
104,U+0BA8
105,U+0BA8 U+0BBE
106,U+0BA8 U+0BBF
107,U+0BA8 U+0BC0
108,U+0BA8 U+0BC1
109,U+0BA8 U+0BC2
110,U+0BA8 U+0BC6
111,U+0BA8 U+0BC7
112,U+0BA8 U+0BC8
113,U+0BA8 U+0BCA
114,U+0BA8 U+0BCB
115,U+0BA8 U+0BCC
116,U+0BA8 U+0BCD
117,U+0BAA
118,U+0BAA  U+0BBE
119,U+0BAA  U+0BBF
120,U+0BAA U+0BC0
121,U+0BAA U+0BC1
122,U+0BAA U+0BC2
123,U+0BAA U+0BC6
124,U+0BAA U+0BC7
125,U+0BAA U+0BC8
126,U+0BAA U+0BCA
127,U+0BAA U+0BCB
128,U+0BAA U+0BCC
129,U+0BAA U+0BCD
130,U+0BAE
131,U+0BAE U+0BBE
132,U+0BAE U+0BBF
133,U+0BAE U+0BC0
134,U+0BAE U+0BC1
135,U+0BAE U+0BC2
136,U+0BAE U+0BC6
137,U+0BAE U+0BC7
138,U+0BAE U+0BC8
139,U+0BAE U+0BCA
140,U+0BAE U+0BCB
141,U+0BAE U+0BCC
142,U+0BAE U+0BCD
143,U+0BAF
144,U+0BAF U+0BBE
145,U+0BAF U+0BBF
146,U+0BAF U+0BC0
147,U+0BAF U+0BC1
148,U+0BAF U+0BC2
149,U+0BAF U+0BC6
150,U+0BAF U+0BC7
151,U+0BAF U+0BC8
152,U+0BAF U+0BCA
153,U+0BAF U+0BCB
154,U+0BAF U+0BCC
155,U+0BAF U+0BCD
156,U+0BB0
157,U+0BB0 U+0BBE
158,U+0BB0 U+0BBF
159,U+0BB0 U+0BC0
160,U+0BB0 U+0BC1
161,U+0BB0 U+0BC2
162,U+0BB0 U+0BC6
163,U+0BB0 U+0BC7
164,U+0BB0 U+0BC8
165,U+0BB0 U+0BCA
166,U+0BB0 U+0BCB
167,U+0BB0 U+0BCC
168,U+0BB0 U+0BCD
169,U+0BB2
170,U+0BB2 U+0BBE
171,U+0BB2 U+0BBF
172,U+0BB2 U+0BC0
173,U+0BB2 U+0BC1
174,U+0BB2 U+0BC2
175,U+0BB2 U+0BC6
176,U+0BB2 U+0BC7
177,U+0BB2 U+0BC8
178,U+0BB2 U+0BCA
179,U+0BB2 U+0BCB
180,U+0BB2 U+0BCC
181,U+0BB2 U+0BCD
182,U+0BB5
183,U+0BB5 U+0BBE
184,U+0BB5 U+0BBF
185,U+0BB5 U+0BC0
186,U+0BB5 U+0BC1
187,U+0BB5 U+0BC2
188,U+0BB5 U+0BC6
189,U+0BB5 U+0BC7
190,U+0BB5 U+0BC8
191,U+0BB5 U+0BCA
192,U+0BB5 U+0BCB
193,U+0BB5 U+0BCC
194,U+0BB5 U+0BCD
195,U+0BB4
196,U+0BB4 U+0BBE
197,U+0BB4 U+0BBF
198,U+0BB4 U+0BC0
199,U+0BB4 U+0BC1
200,U+0BB4 U+0BC2
201,U+0BB4 U+0BC6
202,U+0BB4 U+0BC7
203,U+0BB4 U+0BC8
204,U+0BB4 U+0BCA
205,U+0BB4 U+0BCB
206,U+0BB4 U+0BCC
207,U+0BB4 U+0BCD
208,U+0BB3
209,U+0BB3 U+0BBE
210,U+0BB3 U+0BBF
211,U+0BB3 U+0BC0
212,U+0BB3 U+0BC1
213,U+0BB3 U+0BC2
214,U+0BB3 U+0BC6
215,U+0BB3 U+0BC7
216,U+0BB3 U+0BC8
217,U+0BB3 U+0BCA
218,U+0BB3 U+0BCB
219,U+0BB3 U+0BCC
220,U+0BB3 U+0BCD
221,U+0BB1
222,U+0BB1 U+0BBE
223,U+0BB1 U+0BBF
224,U+0BB1 U+0BC0
225,U+0BB1 U+0BC1
226,U+0BB1 U+0BC2
227,U+0BB1 U+0BC6
228,U+0BB1 U+0BC7
229,U+0BB1 U+0BC8
230,U+0BB1 U+0BCA
231,U+0BB1 U+0BCB
232,U+0BB1 U+0BCC
233,U+0BB1 U+0BCD
234,U+0BA9
235,U+0BA9 U+0BBE
236,U+0BA9 U+0BBF
237,U+0BA9 U+0BC0
238,U+0BA9 U+0BC1
239,U+0BA9 U+0BC2
240,U+0BA9 U+0BC6
241,U+0BA9 U+0BC7
242,U+0BA9 U+0BC8
243,U+0BA9 U+0BCA
244,U+0BA9 U+0BCB
245,U+0BA9 U+0BCC
246,U+0BA9 U+0BCD
247,U+0B9C
248,U+0B9C U+0BBE
249,U+0B9C U+0BBF
250,U+0B9C U+0BC0
251,U+0B9C U+0BC1
252,U+0B9C U+0BC2
253,U+0B9C U+0BC6
254,U+0B9C U+0BC7
255,U+0B9C U+0BC8
256,U+0B9C U+0BCA
257,U+0B9C U+0BCB
258,U+0B9C U+0BCC
259,U+0B9C U+0BCD
260,U+0BB6
261,U+0BB6 U+0BBE
262,U+0BB6 U+0BBF
263,U+0BB6 U+0BC0
264,U+0BB6 U+0BC1
265,U+0BB6 U+0BC2
266,U+0BB6 U+0BC6
267,U+0BB6 U+0BC7
268,U+0BB6 U+0BC8
269,U+0BB6 U+0BCA
270,U+0BB6 U+0BCB
271,U+0BB6 U+0BCC
272,U+0BB6 U+0BCD
273,U+0BB7
274,U+0BB7 U+0BBE
275,U+0BB7 U+0BBF
276,U+0BB7 U+0BC0
277,U+0BB7 U+0BC1
278,U+0BB7 U+0BC2
279,U+0BB7 U+0BC6
280,U+0B95 U+0BC7
281,U+0BB7 U+0BC8
282,U+0BB7 U+0BCA
283,U+0BB7 U+0BCB
284,U+0BB7 U+0BCC
285,U+0BB7 U+0BCD
286,U+0BB8
287,U+0BB8 U+0BBE
288,U+0BB8 U+0BBF
289,U+0BB8 U+0BC0
290,U+0BB8 U+0BC1
291,U+0BB8 U+0BC2
292,U+0BB8 U+0BC6
293,U+0BB8 U+0BC7
294,U+0BB8 U+0BC8
295,U+0BB8 U+0BCA
296,U+0BB8 U+0BCB
297,U+0BB8 U+0BCC
298,U+0BB8 U+0BCD
299,U+0BB9
300,U+0BB9 U+0BBE
301,U+0BB9 U+0BBF
302,U+0BB9 U+0BC0
303,U+0BB9 U+0BC1
304,U+0BB9 U+0BC2
305,U+0BB9 U+0BC6
306,U+0BB9 U+0BC7
307,U+0BB9 U+0BC8
308,U+0BB9 U+0BCA
309,U+0BB9 U+0BCB
310,U+0BB9 U+0BCC
311,U+0BB9 U+0BCD
313,U+0B83
314,U+0BA4
315,U+0BA4 U+0BBE
316,U+0BA4 U+0BBF
317,U+0BA4 U+0BC0
318,U+0BA4 U+0BC1
319,U+0BA4 U+0BC2
320,U+0BA4 U+0BC6
321,U+0BA4 U+0BC7
322,U+0BA4 U+0BC8
323,U+0BA4 U+0BCA
324,U+0BA4 U+0BCB
325,U+0BA4 U+0BCC
326,U+0BA4 U+0BCD